,Title,Release Year,Age Restriction,Duration,Genre,Rating,Number of Votes,Meta Score,Language,Country of Origin,Companies,Budget,Gross (worldwide)
1473,The Princess Diaries,2001,G,1h 55m,Comedy~Family~Romance,6.4,163K,52,English~Dutch~Italian,United States~United Kingdom,Walt Disney Pictures~BrownHouse Productions~Bottom of the Ninth Productions,"$26,000,000","$165,335,153"
1474,Inside Llewyn Davis,2013,R,1h 44m,Drama~Music,7.4,163K,93,English,United States~United Kingdom~France,CBS Films~StudioCanal~Anton,"$11,000,000","$32,962,157"
1475,Ponyo,2008,G,1h 41m,Animation~Adventure~Comedy,7.6,163K,86,English~Japanese,Japan,Studio Ghibli~Nippon Television Network (NTV)~Dentsu,"$34,000,000","$205,113,519"
1476,White Chicks,2004,PG-13,1h 49m,Comedy~Crime,5.8,163K,41,English,United States,Revolution Studios~Wayans Bros. Entertainment~Gone North Productions,"$37,000,000","$113,100,873"
1477,Blue Is the Warmest Colour,2013,NC-17,3h,Drama~Romance,7.7,163K,90,French~English,France~Belgium~Spain,Quat'sous Films~Wild Bunch~France 2 Cinéma,"€4,000,000","$19,465,835"
1478,Snowden,2016,R,2h 14m,Biography~Crime~Drama,7.3,163K,58,English~American Sign Language~Russian,United States~Germany~France,Endgame Entertainment~Vendian Entertainment~KrautPack Entertainment,"$40,000,000","$37,357,216"
1479,Maze Runner: The Death Cure,2018,PG-13,2h 23m,Action~Adventure~Sci-Fi,6.3,163K,50,English,United States,Gotham Group~Temple Hill Entertainment~Twentieth Century Fox,"$62,000,000","$288,175,335"
1480,Happy Death Day,2017,PG-13,1h 36m,Comedy~Horror~Mystery,6.6,162K,58,English~Spanish,United States,Universal Pictures~Blumhouse Productions~Digital Riot Media,"$4,800,000","$125,479,266"
1481,Kindergarten Cop,1990,PG-13,1h 51m,Action~Comedy~Crime,6.2,162K,61,English~Spanish~German,United States,Imagine Entertainment~Northern Lights Entertainment,"$15,000,000","$201,957,688"
1482,A Simple Favor,2018,R,1h 57m,Comedy~Crime~Mystery,6.8,162K,67,English,Canada~United States,BRON Studios~Creative Wealth Media Finance~Feigco Entertainment,"$20,000,000","$97,644,617"
1483,Conan the Barbarian,1982,R,2h 9m,Action~Adventure~Fantasy,6.9,162K,43,English,United States~Mexico,Dino De Laurentiis Company~Pressman Film,"$20,000,000","$68,851,475"
1484,Vice,2018,R,2h 12m,Biography~Comedy~Drama,7.2,162K,61,English~Arabic,United States,Annapurna Pictures~Gary Sanchez Productions~Plan B Entertainment,"$60,000,000","$76,073,488"
1485,The Wedding Singer,1998,PG-13,1h 37m,Comedy~Music~Romance,6.9,162K,60,English~Hebrew,United States,Juno Pix~New Line Cinema~Robert Simonds Productions,"$18,000,000","$123,307,685"
1486,The Purge: Anarchy,2014,R,1h 43m,Action~Horror~Sci-Fi,6.4,162K,50,English,United States~France,Universal Pictures~Platinum Dunes~Blumhouse Productions,"$9,000,000","$111,928,365"
1487,Logan Lucky,2017,PG-13,1h 58m,Action~Comedy~Crime,7.0,162K,78,English,United States~China,Fingerprint Releasing~Trans-Radial Pictures~FilmNation Entertainment,"$29,000,000","$48,453,605"
1488,The Post,2017,PG-13,1h 56m,Biography~Drama~History,7.2,162K,83,English,United States~India,Twentieth Century Fox~Dreamworks Pictures~Reliance Entertainment,"$50,000,000","$193,764,664"
1489,The Drop,2014,R,1h 46m,Crime~Drama~Thriller,7.0,162K,69,English~Russian,United States,Fox Searchlight Pictures~Big Screen Productions~Bob Industries,"$12,600,000","$18,658,381"
1490,F9: The Fast Saga,2021,PG-13,2h 23m,Action~Crime~Thriller,5.2,162K,58,English~Japanese~Spanish,United States~Thailand~Canada,One Race Films~Roth/Kirschenbaum Films~Perfect Storm Entertainment,"$200,000,000","$726,229,501"
1491,Robots,2005,PG,1h 31m,Animation~Adventure~Comedy,6.4,162K,64,English,United States~United Kingdom,Twentieth Century Fox Animation~Blue Sky Studios,"$75,000,000","$262,511,490"
1492,Green Street Hooligans,2005,R,1h 49m,Crime~Drama~Sport,7.4,162K,55,English~Italian~German,United Kingdom~United States,Baker Street~Madison Wells~Yank Film Finance,N/A,"$3,814,717"
1493,Monster,2003,R,1h 49m,Biography~Crime~Drama,7.3,162K,74,English,United States~Germany,Media 8 Entertainment~Newmarket Films~DEJ Productions,"$8,000,000","$58,469,210"
1494,Analyze This,1999,R,1h 43m,Comedy~Crime,6.7,162K,60,English,United States~Australia,Village Roadshow Pictures~NPV Entertainment~Baltimore Pictures,"$80,000,000","$176,885,658"
1495,Abraham Lincoln: Vampire Hunter,2012,R,1h 45m,Action~Fantasy~Horror,5.9,162K,42,English,United States~Russia,Abraham Productions~Bazelevs Production~Genre Films,"$69,000,000","$116,471,580"
1496,Guy Ritchie's the Covenant,2023,R,2h 3m,Action~Drama~Thriller,7.5,162K,63,English~Dari,United Kingdom~Spain~United States,STX Films~Toff Guy Films,"$55,000,000","$21,632,392"
1497,The Spectacular Now,2013,R,1h 35m,Drama~Romance,7.0,161K,82,English,United States,Andrew Lauren Productions~21 Laps Entertainment~Global Produce,"$2,500,000","$6,918,591"
1498,Underworld: Awakening,2012,R,1h 28m,Action~Fantasy~Thriller,6.3,161K,39,English~Russian,United States~Canada,Screen Gems~Lakeshore Entertainment~Sketch Films,"$70,000,000","$160,112,671"
1499,Jay and Silent Bob Strike Back,2001,R,1h 44m,Comedy,6.8,161K,51,English,United States,Dimension Films~View Askew Productions~Miramax,"$22,000,000","$33,788,161"
1500,The Lost Boys,1987,R,1h 37m,Comedy~Horror,7.2,161K,63,English,United States,Warner Bros.,"$8,500,000","$32,515,258"
1501,A Bronx Tale,1993,R,2h 1m,Crime~Drama,7.8,161K,80,English~Italian,United States,Price Entertainment~Penta Entertainment~Tribeca Productions,"$22,000,000","$17,287,898"
1502,Sleeping Beauty,1959,G,1h 15m,Animation~Adventure~Family,7.2,161K,85,English,United States,Walt Disney Animation Studios~Walt Disney Productions,"$6,000,000","$51,600,401"
1503,Memoirs of a Geisha,2005,PG-13,2h 25m,Drama~Romance,7.3,161K,54,English~Japanese,United States,Columbia Pictures~Dreamworks Pictures~Spyglass Entertainment,"$85,000,000","$162,242,962"
1504,13 Hours,2016,R,2h 24m,Action~Drama~History,7.3,160K,48,English~Arabic,United States~Malta~Morocco,Paramount Pictures~3 Arts Entertainment~Bay Films,"$50,000,000","$69,411,370"
1505,State of Play,2009,PG-13,2h 7m,Crime~Drama~Mystery,7.1,160K,64,English~Cantonese,United States~United Kingdom~France,Universal Pictures~Working Title Films~StudioCanal,"$60,000,000","$87,812,371"
1506,Old,2021,PG-13,1h 48m,Drama~Horror~Mystery,5.8,160K,55,English,United States~Japan~China,Universal Pictures~Blinding Edge Pictures~Perfect World Pictures,"$18,000,000","$90,146,510"
1507,Smile,2022,R,1h 55m,Horror~Mystery~Thriller,6.5,160K,68,English~Spanish,United States,Paramount Players~Temple Hill Entertainment,"$17,000,000","$217,408,513"
1508,"Planes, Trains & Automobiles",1987,R,1h 33m,Comedy~Drama,7.6,160K,72,English,United States,Paramount Pictures~Hughes Entertainment,"$15,000,000","$49,530,280"
1509,Rounders,1998,R,2h 1m,Crime~Drama,7.3,160K,53,English~Hebrew~Russian,United States,Miramax~Spanky Pictures,"$12,000,000","$22,912,409"
1510,House of Gucci,2021,R,2h 38m,Biography~Crime~Drama,6.6,160K,59,English~Italian~Arabic~Spanish~Japanese~French,United States~Canada~United Kingdom,BRON Studios~Metro-Goldwyn-Mayer (MGM)~Scott Free Productions,"$75,000,000","$153,269,161"
1511,Locke,2013,R,1h 25m,Drama,7.1,159K,83,English,United Kingdom~United States,IM Global~Shoebox Films,"$2,000,000","$5,090,608"
1512,Pandorum,2009,R,1h 48m,Action~Horror~Mystery,6.7,159K,28,English~Vietnamese~German,Germany~United Kingdom,Constantin Film~Studio Babelsberg,"$33,000,000","$20,648,328"
1513,Pixels,2015,PG-13,1h 45m,Action~Comedy~Fantasy,5.6,159K,27,English~Hindi~Japanese,United States~China~Canada~India,Columbia Pictures~LStar Capital~China Film Group Corporation (CFGC),"$88,000,000","$244,874,809"
1514,Mulan,2020,PG-13,1h 55m,Action~Adventure~Drama,5.8,159K,66,English~Mandarin,United States~China,Walt Disney Pictures~Jason T. Reed Productions~Good Fear Content,"$200,000,000","$69,965,374"
1515,Sonic the Hedgehog,2020,PG,1h 39m,Action~Adventure~Comedy,6.5,159K,47,English~French~Persian,United States~Japan~Canada,Paramount Pictures~Sega Sammy Group~Original Film,"$85,000,000","$319,715,683"
1516,Crank: High Voltage,2009,R,1h 36m,Action~Crime~Thriller,6.1,159K,41,English,United States,Lionsgate Films~Lakeshore Entertainment~RadicalMedia,"$20,000,000","$34,572,541"
1517,Dogville,2003,R,2h 58m,Crime~Drama,8.0,159K,61,English~French,Denmark~Netherlands~Sweden~Germany~United Kingdom~France~Finland~Norway~Italy,Zentropa Entertainments~Isabella Films B.V.~Something Else B.V.,"$10,000,000","$16,690,617"
1518,Scream,2022,R,1h 54m,Horror~Mystery~Thriller,6.3,159K,60,English,United States,Paramount Pictures~Spyglass Media Group~Project X Entertainment,"$24,000,000","$137,743,924"
1519,Awakenings,1990,PG-13,2h 1m,Biography~Drama,7.8,159K,74,English,United States,Columbia Pictures~Parkes/Lasker productions,"$31,000,000","$52,096,475"
1520,Man on a Ledge,2012,PG-13,1h 42m,Action~Crime~Thriller,6.6,158K,40,English~Spanish,United States,Summit Entertainment~Di Bonaventura Pictures,"$42,000,000","$47,636,031"
1521,The Creator,2023,PG-13,2h 13m,Action~Adventure~Drama,6.8,158K,63,English~Thai,United States,20th Century Studios~New Regency Productions~Entertainment One,"$80,000,000","$104,272,136"
1522,Scary Movie 3,2003,PG-13,1h 24m,Comedy,5.5,158K,49,English,United States~Canada,Dimension Films~Brad Grey Pictures~Thomas FX Group,"$48,000,000","$220,673,217"
1523,No Hard Feelings,2023,R,1h 43m,Comedy~Romance,6.4,158K,59,English,United States,Excellent Cadaver~Odenkirk Provissiero Entertainment~Sony Pictures Releasing,"$45,000,000","$87,256,407"
1524,Crimson Peak,2015,R,1h 59m,Drama~Horror~Mystery,6.5,158K,66,English,United States~Mexico,Double Dare You (DDY)~Legendary Entertainment,"$55,000,000","$74,679,822"
1525,The Lost City,2022,PG-13,1h 52m,Action~Adventure~Comedy,6.1,158K,60,English~Spanish~Latin,United States,Paramount Pictures~3dot productions~Exhibit A,"$68,000,000","$192,907,684"
1526,I Know What You Did Last Summer,1997,R,1h 41m,Horror~Mystery,5.8,158K,52,English,United States,Mandalay Entertainment~Original Film~Summer Knowledge LLC,"$17,000,000","$125,586,134"
1527,Under the Skin,2013,R,1h 48m,Drama~Horror~Mystery,6.3,158K,80,English,United Kingdom~Switzerland~United States,Film4~British Film Institute (BFI)~Silver Reel,"$13,300,000","$7,491,313"
1528,The Time Traveler's Wife,2009,PG-13,1h 47m,Comedy~Drama~Fantasy,7.1,158K,47,English~German,United States,New Line Cinema~Plan B Entertainment~Nick Wechsler Productions,"$39,000,000","$101,344,412"
1529,Dear John,2010,PG-13,1h 48m,Drama~Romance~War,6.3,158K,43,English,United States,Screen Gems~Relativity Media~Temple Hill Entertainment,"$25,000,000","$114,991,723"
1530,The Lake House,2006,PG,1h 39m,Drama~Fantasy~Romance,6.8,158K,52,English,United States,Warner Bros.~Village Roadshow Pictures~Vertigo Entertainment,"$40,000,000","$114,830,111"
1531,A Man Called Otto,2022,PG-13,2h 6m,Comedy~Drama,7.5,158K,51,English~Spanish,Sweden~United States,2DUX²~Artistic Films~Big Indie Pictures,"$50,000,000","$113,190,218"
1532,Ray,2004,PG-13,2h 32m,Biography~Drama~Music,7.7,157K,73,English,United States,Universal Pictures~Bristol Bay Productions~Anvil Films,"$40,000,000","$123,971,376"
1533,Friday the 13th,1980,R,1h 35m,Horror~Mystery~Thriller,6.4,157K,22,English,United States,Paramount Pictures~Georgetown Productions Inc.~Sean S. Cunningham Films,"$550,000","$39,916,601"
1534,Escape from New York,1981,R,1h 39m,Action~Adventure~Sci-Fi,7.1,157K,76,English,United Kingdom~United States,AVCO Embassy Pictures~International Film Investors~Goldcrest Films International,"$6,000,000","$25,274,965"
1535,Devil,2010,PG-13,1h 20m,Horror~Mystery~Thriller,6.3,157K,44,English~Spanish~Ukrainian,United States,Universal Pictures~Media Rights Capital (MRC)~Night Chronicles,"$10,000,000","$62,695,489"
1536,The Way Way Back,2013,PG-13,1h 43m,Comedy~Drama,7.4,157K,68,English,United States,Sycamore Pictures~The Walsh Company~Madison Wells,"$5,000,000","$26,474,920"
1537,The NeverEnding Story,1984,PG,1h 42m,Adventure~Drama~Family,7.3,157K,46,English,West Germany~United States,Constantin Film~Bavaria Studios~Westdeutscher Rundfunk (WDR),"$27,000,000","$20,288,595"
1538,Ghost in the Shell,1995,TV-MA,1h 23m,Animation~Action~Crime,7.9,157K,76,Japanese,Japan~United Kingdom,Kôdansha~Bandai Visual Company~Manga Entertainment,"¥330,000,000","$919,872"
1539,Four Brothers,2005,R,1h 49m,Action~Crime~Drama,6.8,156K,49,English,United States,Paramount Pictures~Di Bonaventura Pictures~Four Brothers Films,"$45,000,000","$92,374,674"
1540,Billy Madison,1995,PG-13,1h 29m,Comedy,6.3,156K,16,English~French~Spanish,United States,Universal Pictures~Robert Simonds Productions,"$10,000,000","$26,488,734"
1541,Pathaan,2023,Not Rated,2h 26m,Action~Adventure~Thriller,5.8,156K,47,Hindi~English~Russian,India,Yash Raj Films,N/A,"$128,780,000"
1542,Mr. Brooks,2007,R,2h,Crime~Drama~Mystery,7.3,156K,45,English,United States,Metro-Goldwyn-Mayer (MGM)~Eden Rock Media~Element Films,"$20,000,000","$48,443,734"
1543,Cold Mountain,2003,R,2h 34m,Adventure~Drama~Romance,7.2,156K,73,English,United States~Italy~Romania~United Kingdom,Miramax~Mirage Enterprises~Bona Fide Productions,"$79,000,000","$173,013,509"
1544,Hocus Pocus,1993,PG,1h 36m,Comedy~Family~Fantasy,6.9,156K,43,English~French,United States,Walt Disney Pictures~Touchwood Pacific Partners 1,"$28,000,000","$50,800,637"
1545,Seven Years in Tibet,1997,PG-13,2h 16m,Adventure~Biography~Drama,7.1,156K,55,English~German~Mandarin~Tibetan~Hindi,United States~United Kingdom,Mandalay Entertainment~Reperage & Vanguard Films~Applecross,"$70,000,000","$131,457,682"
1546,Remember Me,2010,PG-13,1h 53m,Drama~Romance,7.1,156K,40,English~Chinese,United States,Summit Entertainment,"$16,000,000","$56,032,889"
1547,Defiance,2008,R,2h 17m,Action~Drama~History,7.1,156K,58,English~German~Russian,United States,Paramount Vantage~Grosvenor Park Productions~The Bedford Falls Company,"$32,000,000","$51,262,751"
1548,The Little Mermaid,2023,PG,2h 15m,Adventure~Family~Fantasy,7.2,156K,59,English,United States,Walt Disney Pictures~Lucamar Productions~Marc Platt Productions,"$250,000,000","$569,626,289"
1549,"Love, Rosie",2014,R,1h 42m,Comedy~Romance,7.1,155K,44,English,Germany~United Kingdom,Canyon Creek Films~Constantin Film,N/A,"$25,574,387"
1550,Creed II,2018,PG-13,2h 10m,Action~Drama~Sport,7.1,155K,66,English~Russian~Sign Languages,United States,Metro-Goldwyn-Mayer (MGM)~Warner Bros.~New Line Cinema,"$50,000,000","$214,215,889"
1551,Lars and the Real Girl,2007,PG-13,1h 46m,Comedy~Drama~Romance,7.3,155K,70,English~Spanish,United States~Canada,Metro-Goldwyn-Mayer (MGM)~Sidney Kimmel Entertainment~Lars Productions,"$12,000,000","$11,293,663"
1552,My Best Friend's Wedding,1997,PG-13,1h 45m,Comedy~Drama~Romance,6.3,155K,51,English~French~Italian,United States,TriStar Pictures~Zucker Brothers Productions~Predawn Productions,"$38,000,000","$299,288,605"
1553,I Am Sam,2001,PG-13,2h 12m,Drama,7.6,155K,28,English,United States,New Line Cinema~Avery Pix~The Bedford Falls Company,"$22,000,000","$97,818,302"
1554,Bad Santa,2003,R,1h 32m,Comedy~Crime~Drama,7.1,155K,70,English,Germany~United States,Columbia Pictures~Dimension Films~Triptych Pictures,"$23,000,000","$76,490,995"
1555,Shoot 'Em Up,2007,R,1h 26m,Action~Comedy~Thriller,6.6,155K,49,English~Italian,United States,New Line Cinema~Angry Films,"$39,000,000","$27,122,238"
1556,Evan Almighty,2007,PG,1h 36m,Comedy~Family~Fantasy,5.4,155K,37,English,United States,Universal Pictures~Spyglass Entertainment~Relativity Media,"$175,000,000","$174,440,724"
1557,The Negotiator,1998,R,2h 20m,Action~Crime~Drama,7.3,155K,62,English,Germany~United States,New Regency Productions~Mandeville Films~New Regency Productions,"$50,000,000","$44,547,681"
1558,The Parent Trap,1998,PG,2h 8m,Adventure~Comedy~Drama,6.6,155K,63,English~French,United States~United Kingdom,Walt Disney Pictures~Cinema Vehicles~The Meyers/Shyer Company,N/A,"$92,146,310"
1559,Kramer vs. Kramer,1979,PG,1h 45m,Drama,7.8,155K,77,English,United States,Columbia Pictures~Stanley Jaffe Production,"$8,000,000","$106,260,000"
1560,Starsky & Hutch,2004,PG-13,1h 41m,Comedy~Crime,6.1,154K,55,English~Korean,United States,Dimension Films~Warner Bros.~AR-TL,"$60,000,000","$170,268,750"
1561,Boyz n the Hood,1991,R,1h 52m,Crime~Drama,7.8,154K,76,English,United States,Columbia Pictures,"$6,500,000","$57,532,053"
1562,Fun with Dick and Jane,2005,PG-13,1h 30m,Comedy~Crime,6.2,154K,47,English~Spanish,United States,Columbia Pictures~Imagine Entertainment~JC 23 Entertainment,"$100,000,000","$204,681,899"
1563,Vantage Point,2008,PG-13,1h 30m,Action~Crime~Drama,6.6,154K,40,English~Spanish,United States~Mexico,Columbia Pictures~Relativity Media~Original Film,"$40,000,000","$152,039,882"
1564,I Now Pronounce You Chuck & Larry,2007,PG-13,1h 55m,Comedy~Romance,5.9,154K,37,English,United States,Universal Pictures~Relativity Media~Happy Madison Productions,"$85,000,000","$187,134,117"
1565,Despicable Me 3,2017,PG,1h 29m,Animation~Adventure~Comedy,6.2,154K,49,English,United States~France~Japan,Illumination Entertainment~Universal Pictures,"$80,000,000","$1,034,800,131"
1566,S.W.A.T.,2003,PG-13,1h 57m,Action~Adventure~Crime,6.1,154K,45,English~Spanish~French,United States,Columbia Pictures~Original Film~Camelot Pictures,"$80,000,000","$207,725,639"
1567,The Imaginarium of Doctor Parnassus,2009,PG-13,2h 3m,Adventure~Comedy~Fantasy,6.8,154K,65,English~Russian~French,United Kingdom~France~Canada,Infinity Features Entertainment~Poo Poo Pictures~Parnassus Productions,"$30,000,000","$61,808,775"
1568,Alice in Wonderland,1951,Approved,1h 15m,Animation~Adventure~Comedy,7.3,154K,68,English,United States,Walt Disney Animation Studios,"$3,000,000",$865
1569,Brüno,2009,R,1h 21m,Comedy,5.9,154K,54,English~German,United States~United Kingdom,Media Rights Capital (MRC)~Four by Two Films~Everyman Pictures,"$42,000,000","$138,805,831"
1570,A Fish Called Wanda,1988,R,1h 48m,Comedy~Crime,7.5,154K,80,English~Italian~Russian~French,United Kingdom~United States,Prominent Features~Star Partners Limited Partnership,"$7,500,000","$62,493,712"
1571,Big Trouble in Little China,1986,PG-13,1h 39m,Action~Adventure~Comedy,7.2,154K,53,English~Cantonese,United States,Twentieth Century Fox~TAFT Entertainment Pictures~SLM Production Group,"$25,000,000","$11,102,672"
1572,Final Destination 3,2006,R,1h 33m,Horror~Thriller,5.8,154K,43,English,United States,New Line Cinema~Hard Eight Pictures~Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,"$25,000,000","$118,890,272"
1573,Hush,2016,R,1h 22m,Horror~Thriller,6.6,154K,67,English~American Sign Language,United States,Intrepid Pictures~Blumhouse Productions,"$1,000,000",N/A
1574,"Good Morning, Vietnam",1987,R,2h 1m,Biography~Comedy~Drama,7.3,154K,67,English,United States,Touchstone Pictures~Silver Screen Partners III,"$13,000,000","$123,922,578"
1575,Borat Subsequent Moviefilm,2020,R,1h 35m,Comedy,6.6,154K,68,English~Bulgarian~Hebrew~Romanian~Croatian,United States~United Kingdom~Romania,Amazon Studios~BCD Travel~Four by Two Films,N/A,N/A
1576,Never Let Me Go,2010,R,1h 43m,Drama~Romance~Sci-Fi,7.1,153K,69,English,United Kingdom,DNA Films~Film4~Searchlight Films,"$15,000,000","$9,918,093"
